Title,averageRating,voteCount
Barbie and the Secret Door,7.2,318
Backtrace,5.3,182
Stealth,5.3,841
Syriana,6.4,1125
A Bridge Too Far,7.2,622
Clerks II,6.9,1074
Welcome Home Roscoe Jenkins,6.1,232
I Can't Think Straight,7.6,263
The Way Way Back,7.1,1500
Firebreather,7.4,169
Into the Blue 2: The Reef,5.3,119
Suburbicon,5.9,1490
Enough,6.6,932
Braddock: Missing in Action III,5.8,191
The Peanut Butter Falcon,7.4,1067
South Park: Post COVID: The Return of COVID,7.5,236
Spy Hard,5.3,508
Balto III: Wings of Change,6.7,286
The Song That Calls You Home,9,1
Last Looks,6,183
A Hidden Life,7.2,515
Arena,5.3,233
The Secret,6.6,296
The Bridge on the River Kwai,7.8,1647
Dancer in the Dark,7.9,1464
Flyboys,6.5,674
Sam,5.2,53
Big,7.1,3001
Just Wright,6.3,327
The Farm,5.3,200
Born to Race,6.7,166
Venom,5.5,273
American Graffiti,7.1,1130
Lord of the Flies,6.3,443
Da 5 Bloods,6.6,907
Disaster Movie,3.3,872
Tupac: Resurrection,8,135
Under the Silver Lake,6.4,1036
"Elvira, Mistress of the Dark",6.5,396
The Peacemaker,6,791
The Good Son,6.8,795
Dead in a Week (Or Your Money Back),6.3,283
Titan A.E.,6.6,894
The Resident,5.8,525
True Memoirs of an International Assassin,5.8,689
The Keeper,5.4,74
The Frighteners,6.9,1232
Westworld,6.8,1038
The Domestics,6.2,362
Little Manhattan,7.1,607
How the West Was Won,7.1,338
The Man Who Killed Don Quixote,6.8,894
Batman: Gotham Knight,6.7,538
Section 8,7.1,40
Equals,6.1,1233
Jack,6.3,1062
Teenage Mutant Ninja Turtles III,5.4,637
Suite Française,7.3,1005
Hot Rod,6.4,797
Message in a Bottle,6.2,666
A Lonely Place to Die,6.1,465
Compliance,6.4,553
Fire Down Below,5.7,298
Mary Shelley's Frankenstein,6.4,1022
Driven,6.3,164
Repossessed,5.2,227
Porn Star Zombies,5.6,24
Celebrity Sex Tape,4.5,55
Crush,6,275
"Angus, Thongs and Perfect Snogging",6.5,713
The Painted Veil,7.3,971
Whip It,6.7,903
Kramer vs. Kramer,7.6,1843
The Spirit,4.7,818
Fantasia 2000,7,1070
What Dreams May Come,7.2,1935
Ed Wood,7.5,1931
Endless Love,6.9,1526
Under the Sea: A Descendants Story,7.7,74
Piranha II: The Spawning,4.4,181
Romeo & Juliet,6.8,517
The Descendants,6.8,2369
The House Bunny,5.7,1669
Random Hearts,5.5,277
Patch Adams,7.3,2808
Jackie,6.4,2090
Mariah Carey's All I Want for Christmas Is You,5.3,49
The Way Back,7,1260
Amityville 3-D,4.6,172
About Cherry,4.5,239
Cry-Baby,6.6,1317
Shaft,6,1054
Altered States,6.7,514
The Day of the Jackal,7.5,424
Richard Jewell,7.5,2040
On the Rocks,6.2,477
White Boy Rick,6.3,880
Valhalla Rising,6.1,1013
Permission,5,132
Speak No Evil,3.9,29
Mimic,6,857
Children of the Corn V: Fields of Terror,4,121
Jeremiah Johnson,7.4,474
Pay It Forward,7.3,1512
Glengarry Glen Ross,7.4,1049
Urban Legends: Bloody Mary,4.9,219
Knockaround Guys,5.9,270
The Most Beautiful Boy in the World,7.5,27
Being the Ricardos,6.6,482
The Fearless Vampire Killers,7.1,579
Children of the Corn III: Urban Harvest,4.7,139
Notorious,7.8,1255
The Lovers,4.7,66
Metallica: Through the Never,6.8,241
Priceless,7.2,158
Scooby-Doo! Music of the Vampire,7.8,164
Arlo the Alligator Boy,6.8,39
The Town that Dreaded Sundown,5.8,368
BlacKkKlansman,7.5,6617
The Rookie,6.7,356
Scooby-Doo! Mask of the Blue Falcon,7.9,126
Alpha and Omega,5.9,444
Lost Boys: The Tribe,4.7,141
Duck Duck Goose,6.3,130
After the Sunset,6.2,621
Think Like a Man Too,6.5,482
Heist,6.3,439
The Duke,7,157
Strangers on a Train,7.7,1295
The Fighter,7.4,3728
Spaceballs,6.8,2455
Flash Gordon,6.2,763
South Park: Post COVID,7.4,179
100 Streets,6.2,133
Never Let Me Go,6.9,1961
Armed Response,5.3,130
The Odd Life of Timothy Green,7,1043
Freaks,7.8,947
Great White,5.4,297
The Swap,6.8,166
Blue Velvet,7.6,2671
Lincoln,6.9,3288
Phantom Thread,7.3,2998
Pooh's Grand Adventure: The Search for Christopher Robin,7.2,291
Dogville,7.8,2013
Before Sunset,7.8,2767
Deep Blue Sea 2,5.1,440
The Making of 'Scarface',7,4
Great Expectations,7.3,242
Safe Haven,7.3,2098
The Beach House,5.6,71
The 6th Day,5.9,1678
National Security,5.9,815
Last Weekend,0,0
The Stakelander,5.8,129
Spree,6.6,292
Tyson,6.8,93
The Producers,7.2,585
St. Trinian's,5.9,398
"Crack: Cocaine, Corruption & Conspiracy",6.6,56
Phineas and Ferb: Mission Marvel,6.6,134
Casper's Haunted Christmas,5.4,159
Joy,6.5,3679
Christmas Bedtime Stories,0,0
Twin Peaks: Fire Walk with Me,7.3,1564
Downton Abbey,7.2,923
Let It Shine,6.9,262
London Fields,5.1,211
Father of the Bride Part II,6.2,605
All Is Lost,6.6,1387
Righteous Kill,5.9,1037
The Life of David Gale,7.4,1695
Dial M for Murder,8,2091
The Hunger Games: The Ballad of Songbirds & Snakes,0,0
The 9th Circle,4.8,9
Walking Out,5.8,123
Ghost House,5.7,175
Soldier,6.4,664
"Good Morning, Vietnam",7.3,2206
Porky's Revenge,5.5,190
Gringo,5.9,635
Frontera,6.6,154
Stuck on You,5.3,563
Anatomy of a Murder,7.9,753
Risen,5.4,82
Billie Eilish: The World's a Little Blurry,8.5,248
Green Room,6.7,2289
Braid,5.9,119
The Grace Card,7.3,43
Kiss the Girls,6.5,1230
Winnie the Pooh: Springtime with Roo,6.6,130
That Thing You Do!,6.9,684
Frankie and Johnny,6.7,452
Larry Crowne,5.9,1119
Airport '77,5.5,220
1-800-HOT-NITE,0,0
In the Bedroom,6.9,262
Becky,6.4,334
Surrogates,6.1,2707
Memoria,6.1,123
Folklore: The Long Pond Studio Sessions,8.6,103
Front of the Class,7.8,167
Billionaire Boys Club,5.6,376
Small Crimes,5.3,230
The Borrowers,6,405
Wall Street,7.2,1703
Krull,6.1,420
Nancy Drew,6.1,437
Borat Subsequent Moviefilm,6.5,2024
Blow Out,7.3,1094
Courage Under Fire,6.5,730
Junior,5.1,1228
Abducted in Plain Sight,6.4,291
Paranormal Movie,3.9,23
Lost Girls,6.1,590
The Conversation,7.6,1323
Exposed,4.9,433
Don't Hang Up,6.1,419
"You, Me and Dupree",5.6,1167
The Kings of Summer,7,971
The Campaign,5.8,1486
The Greatest Story Ever Told,6.5,139
Mutant Pumpkins from Outer Space,5.8,228
Closed Circuit,5.9,382
Dr. Dolittle 2,5.3,1444
The Marvels,0,0
Bulletproof Monk,5.5,760
Diablo,4.9,144
Airplane II: The Sequel,6.1,860
Half Brothers,7.6,166
Requiem for a Dream,8,8414
Julie & Julia,6.7,1816
We Broke Up,6.1,26
The Professionals,7.1,222
Death Wish,6.9,622
Runaway Bride,6.1,1674
Rock Star,6.7,619
Patient Zero,5.3,299
House,6.1,436
Patriot Games,6.7,1313
Sliding Doors,6.6,1084
Cube Zero,5.7,842
But I'm a Cheerleader,7,459
Inland Empire,7.1,870
Office Space,7.4,2423
Layer Cake,6.9,1683
Cat People,6.9,439
In Dubious Battle,5.9,123
Bound,7.1,704
Message from the King,6.2,383
Knocked Up,6.2,3411
The Kid,8.2,1665
48 Hrs.,6.7,1185
The Woman,6.1,435
The Tragedy of Macbeth,7,516
Road Trip: Beer Pong,5.5,170
Black Rain,6.6,864
Cannonball Run II,5.4,247
U Turn,6.6,575
We Need to Talk About Kevin,7.6,2369
Ghosts of Mars,5.1,893
Control,5.7,10
What We Do in the Shadows,7.6,2963
The Wolf Man,7.1,436
Billy & Mandy's Big Boogey Adventure,7.8,122
Barbarella,6,533
Black Butterfly,6.2,460
Ouija House,5.5,86
The Sitter,5.6,785
Double Team,5.1,618
The Endless,6.3,845
Edge of Fear,4.7,97
Star Trek IV: The Voyage Home,7.2,1183
Let It Snow,6.1,1029
The Great Hack,6.9,430
Drake & Josh Go Hollywood,7.1,178
Careful What You Wish For,6.1,348
After,4.3,3
Every Breath You Take,6,177
Marvel Rising: Heart of Iron,7.2,49
If Only,7,482
Seven Psychopaths,6.8,3286
Out of Africa,7.2,1140
Sharknado 3: Oh Hell No!,4.7,434
Bridget Jones's Baby,6.4,2630
Grace,4.8,182
Honey: Rise Up and Dance,7,79
Fired Up!,6.2,519
We Feed People,7.4,14
The Hunger,6.6,424
Think Like a Dog,6.5,124
David Attenborough: A Life on Our Planet,8.5,248
King of Thieves,5.4,343
Duck Butter,5.5,191
Gallowwalkers,4.8,301
Worth,6.8,224
Incoming,4.3,73
Tootsie,7.2,1453
The Men Who Stare at Goats,6,1910
Monster Hunter: Legends of the Guild,5.7,56
The Punisher,5.7,451
Blue Bayou,7.6,165
The Last Man,5.7,102
Misbehaviour,6.4,214
The Boondock Saints,7.3,2010
Arctic,6.4,975
The Guns of Navarone,7.3,610
Joy Ride 2: Dead Ahead,5.5,196
Shane,7.5,476
Milf,4.7,71
The Beautician and the Beast,6.7,297
Die in a Gunfight,5.5,81
Dead for a Dollar,6.2,22
Sherlock Gnomes,5.6,607
Terror on the Prairie,5.9,7
Hard Rain,5.8,577
"Double, Double, Toil and Trouble",6.5,91
Agatha and the Truth of Murder,6.2,106
Ghost Team One,5.4,67
Locke,6.9,2318
Romance & Cigarettes,5.9,112
Crash,7.2,2940
Killing Ground,5.9,179
Your Friend the Rat,6.7,285
Any Given Sunday,6.8,1394
George of the Jungle 2,4.4,411
The High Note,7.1,374
Rogue,6.5,526
Scooby-Doo! Moon Monster Madness,7.8,138
West Side Story,7.3,1553
Cleaner,6,661
Maximum Risk,5.6,382
My Cousin Rachel,5.7,503
The White Tiger,7,722
The Lazarus Effect,5.3,1231
Opening Night,5.9,66
Tom and Jerry Blast Off to Mars!,6.7,108
K-9,6.1,798
Problem Child 3,4.5,171
Agora,7,1194
Four Rooms,5.7,2244
The Choice,7.2,1674
The Caller,6.3,213
All Star Superman,6.9,402
Wind Chill,5.8,355
Prisoners of the Ghostland,5.1,378
Bachelor Party,6.3,537
Victoria & Abdul,7,1044
Oliver Twist,6.7,1024
The Broken Hearts Gallery,7.2,249
Apostle,6.1,1194
Cut Throat City,6.5,118
Mom's Got a Date with a Vampire,5.7,100
Jessabelle,5.4,690
Freaks of Nature,6.2,463
Holes,6.8,1125
A Single Man,7.3,1335
Body Snatchers,6.1,318
Three Days of the Condor,7.3,874
Mother's Day,6,1154
The Golden Child,5.9,889
Brain on Fire,7.1,1227
Two Witches,0,0
Above Suspicion,6,215
Love in the Time of Cholera,6.6,312
Your Highness,5.3,1127
Nine Lives,5.7,925
The Machine,5.9,681
The Postman Always Rings Twice,6.6,395
"Strip Down, Rise Up",7,40
Race,7.2,1375
Dream House,6.1,1196
Judgment at Nuremberg,8.1,594
High Fidelity,7.1,1634
The Swan Princess: A Royal Family Tale,6.2,33
Chasing Liberty,6.2,536
First Kill,5.7,477
Cabaret,7.4,717
The Bride of Frankenstein,7.6,720
The Young Victoria,7.2,892
The Secret of Moonacre,6.5,393
The Darkness,4.8,545
An American Crime,7.3,535
The Last House on the Left,6,511
Stealing Lust,0,0
A Christmas Prince,6.6,1305
The Stanford Prison Experiment,6.9,820
What If,6.7,1740
The Boy from Medellín,5.8,85
Beach Rats,5.9,441
Minions: Orientation Day,6.9,160
Wild Things: Diamonds in the Rough,4.9,108
Travis Scott: Look Mom I Can Fly,7,183
I Love You Phillip Morris,6.4,1382
Realms,4.2,70
Kill Chain,5.2,114
A Turtle's Tale 2: Sammy's Escape from Paradise,5.8,171
Ultraviolet,5.2,1326
Persuasion,7.3,242
Sabrina the Teenage Witch,6.7,281
Timecop,6,932
The Back-Up Plan,6.1,1249
The Longest Day,7.6,770
Fatima,7.4,136
The Walking Deceased,5.5,159
A Perfect World,7.5,1343
Pieces of a Woman,7.1,1006
The Shepherd: Border Patrol,6,150
The Guardian Angel,5.1,32
The Roommate,5.4,810
Walk Hard: The Dewey Cox Story,6.6,550
Cruel Intentions 2,4.9,309
His Girl Friday,7.4,636
Transformers,6.7,9661
Tucker and Dale vs. Evil,7.3,2261
The Poison Rose,4.6,265
Panic Room,6.7,4204
Interview with a Hitman,5.3,112
The Breadwinner,7.9,662
Bewitched,5,1337
Brothers,6.8,21
Dead Calm,6.6,585
Roman Holiday,7.9,1630
Shimmer Lake,5.9,349
The Wrong High School Sweetheart,5,5
Day of the Dead,7,972
Justin Bieber: Never Say Never,5.3,364
Despicable Me 4,0,0
Adventures of Dally and Spanky,7.4,43
Backstabbing for Beginners,6.2,166
The Sweeney,5.7,229
The Stranger,7.3,458
The House,5.6,786
Bronson,7,2130
Creature from the Black Lagoon,6.9,581
Dig,3.3,4
Wonder Wheel,6.4,1176
Beirut,6.3,452
Nineteen Eighty-Four,6.8,1144
Little Women,7.4,188
Eraser: Reborn,6.9,73
John Tucker Must Die,6.2,1203
Ghost of Goodnight Lane,5.3,21
The To Do List,5.7,887
Enemy Mine,7,776
The Sleeping Dictionary,6.6,124
Dracula 3D,3.3,169
Slugterra: Slug Fu Showdown,6.9,5
Anomalisa,7.1,1474
Danny Collins,6.8,439
Diana,5.6,433
Turbo Kid,6.6,588
Bandits,6.3,822
Pinocchio 3000,4.4,119
The Final Countdown,6.6,468
Buried,6.6,2409
Shiva Baby,7.2,328
Into the Woods,5.8,3912
In the Valley of Elah,6.8,815
Gabriel's Rapture: Part III,8.2,92
Steel Dawn,5.1,80
Maniac,6,761
The Beatles: Eight Days a Week - The Touring Years,7.6,305
Silent Night,5.3,225
The Land Before Time VIII: The Big Freeze,6,199
Rock-A-Doodle,6.2,212
The Kindergarten Teacher,6.6,285
Terms of Endearment,7.1,608
The Bookshop,6.5,355
The United States vs. Billie Holiday,6.6,188
Sofia the First: Once Upon a Princess,7.2,78
The Hours,7.3,1407
Lean on Pete,6.9,269
Dune: Part Two,0,0
Take Me Home Tonight,6,570
Friday Night Lights,6.9,433
Stripes,6.5,730
Like Mike 2: Streetball,5.3,88
Game of Thrones: A Day in the Life,7.2,25
You've Got Mail,6.6,2745
Blood Moon,6.1,37
Scrooge,7.3,230
Patton,7.5,864
The Final Girls,6.4,1072
Dirty Sexy Saint,6.3,42
Delirium,5.7,199
The Dry,6.8,421
Mower Minions,6.6,141
Legends of Oz: Dorothy's Return,6.2,276
To Rome with Love,5.8,1808
Bride of Re-Animator,6.2,300
Cirque du Soleil: Worlds Away,7,146
Our Idiot Brother,6.1,801
Tower Block,5.9,154
Deep Rising,6.2,545
The Dressmaker,7,1431
The Report,7,820
Step Sisters,6.4,419
Bobbleheads: The Movie,4.8,21
Someone Great,6.4,1077
Black Mass,6.5,2932
I Give It a Year,5.5,657
Ghost Stories,6.4,1022
Arctic Dogs,6.2,106
Swimfan,5.3,223
Macbeth,6.5,1302
One Missed Call,5.4,647
Cold Mountain,6.9,1485
Mercury Rising,6.2,1286
The Whole Nine Yards,6.5,1542
M*A*S*H,7,809
Tau,6.2,1047
Sweet Home Alabama,6.4,1292
Out for Justice,6.1,350
Bob Lazar: Area 51 and Flying Saucers,6.3,105
Seeking a Friend for the End of the World,6.6,1771
Drive Me Crazy,6.5,292
Madagascar: A Little Wild Holiday Goose Chase,5.5,1
Diary of the Dead,5.6,639
Infamous,5.9,146
Taylor Swift: The 1989 World Tour - Live,8.5,109
I Origins,7.6,2833
The Vigil,5.7,277
World Trade Center,6.1,1421
It's a Boy Girl Thing,6.5,913
News of the World,7,1434
Piranha,4.6,69
The Butterfly Effect 3: Revelations,5.4,463
Little Buddha,6.3,340
Death Race 2000,6.1,362
A Turtle's Tale: Sammy's Adventures,6,544
Tales from the Crypt: Demon Knight,6.8,389
102 Dalmatians,5.5,1164
The Recruit,6.3,1450
Cinderella's Hot Night,5.8,62
2010,6.7,761
The Professor and the Madman,7.2,913
Rumor Has It...,5.6,979
Attack the Block,6.4,1727
Creep 2,6.3,619
Broken Arrow,6,1240
VHS Love: Cult Cinema Obsession,10,1
All the Money in the World,6.5,1976
Harvest Moon,6.1,65
Clouds of Sils Maria,6.6,649
Cyborg 2,4.3,98
The Madagascar Penguins in a Christmas Caper,6.8,253
Last Man Standing,6.3,705
Mermaids,6.8,416
A Grand Day Out,7.5,672
Sliver,5.4,540
The Perfect Game,6.8,112
Five Children and It,5.5,195
Body Cam,6.2,277
Santa Claus: The Movie,6.3,202
City Lights,8.4,1725
Hellboy Animated: Blood and Iron,6.4,91
The Accused,7,447
Compulsion,4.8,48
The Legend of Sleepy Hollow,7.6,231
The Monster,5.5,484
Shocker,5.6,330
Vicky Cristina Barcelona,6.8,3238
Napoleon Dynamite,6.8,1511
Wild,7,2130
Senseless,6.1,298
Deep Blue Sea,5.9,2011
Bird on a Wire,6.2,754
Mary,5.2,154
Rope,8,2154
Mortal Kombat: Rebirth,6.7,106
K-PAX,7.2,1966
Show Dogs,6.1,213
Stand Up Guys,6,776
Cruel Intentions 3,4.6,169
Unsane,6.3,1318
Expelled,5.9,421
Rooster Cogburn,6.5,155
Disney Princess Enchanted Tales: Follow Your Dreams,6.6,87
The Astronaut's Wife,5.6,773
After Hours,7.5,1107
Sierra Burgess Is a Loser,6.3,3265
Glory,7.5,1271
Burning Sands,5.8,122
Fatman,5.5,626
High Strung Free Dance,7.3,194
An Affair to Die For,6,86
Wicked,8.2,77
Return of the Living Dead: Necropolis,5.4,184
Prince of Darkness,6.8,769
Sharing Christmas,6.3,52
Six Days Seven Nights,6,1192
Anna,6.5,525
Slumberland,0,0
The Loneliest Boy in the World,6.5,4
Crown Vic,6.1,141
The Fall of the Roman Empire,6.6,149
The Fabelmans,0,0
Heartbreakers,6,750
Book of Dragons,6.6,137
Gone Baby Gone,7.3,3097
3-Headed Shark Attack,4.2,142
The Echo,6.1,153
Red Eye,6.3,1555
I Still See You,6.6,522
The Divide,5.9,535
The Siege,6.3,1101
American Murder: The Family Next Door,7.3,535
100 Million BC,3.3,63
Howard the Duck,5.4,818
Thunderstruck,6,195
Seal Team Eight: Behind Enemy Lines,6,129
Super Troopers 2,5.8,375
Mary and Max,7.9,1607
Girl,6.3,138
Pyewacket,5.9,249
Every Which Way but Loose,6.1,362
Spinning Man,5.5,349
Hamburger Hill,6.6,352
The Walk,7,2829
House of the Dead 2,4.7,99
Gaia,6,140
Jobs,6.1,2182
Earth vs. the Flying Saucers,6,126
The Lair of the White Worm,5.9,169
Hustle & Flow,7.2,298
Notes on a Scandal,7.1,714
Tightrope,6.1,266
Executive Decision,6.2,749
Boomerang,5.7,471
Smokin' Aces,6.5,1381
Survive the Night,5.1,177
My Big Fat Greek Wedding 2,5.9,869
Take the Lead,6.9,594
The Kingdom,6.7,1344
The Clearing,5.9,200
Magic in the Moonlight,6.5,1866
21 Grams,7.4,2644
The Marine,6,608
Tales from the Crypt,6.9,226
Psycho IV: The Beginning,5.7,191
Justice League: Secret Origins,7.8,102
The Whole Truth,6.5,952
Housesitter,6.2,357
Wall Street: Money Never Sleeps,6.1,1308
The Souvenir: Part II,6.6,43
Fallen,6.9,108
Ewoks: The Battle for Endor,5.3,198
No Reservations,6.5,1059
MK Ultra,6,12
Can't Hardly Wait,6.3,434
Four Christmases,5.8,921
Spooky Buddies,6.2,123
Uptown Girls,6.6,670
Nancy Drew and the Hidden Staircase,6.6,182
Counterpunch,6.7,36
Passenger 57,5.9,815
Ratter,5.1,277
Inside Llewyn Davis,7.2,2290
Scooby-Doo! Adventures: The Mystery Map,8.5,76
King Kong Lives,5.2,156
Shrek: Thriller Night,7.3,51
The Love Bug,6.5,472
Fly Away Home,6.9,381
Marnie,7.2,887
Hot Tub Time Machine 2,5.2,766
Heartbreak Ridge,6.8,814
Tinker Tailor Soldier Spy,6.6,2190
Snatched,5.4,719
Police Academy 4: Citizens on Patrol,5.5,949
Seabiscuit,7,687
Adventure Time,8.4,20
Field of Dreams,7.1,1191
Jumanji: Level One,6.1,71
Eddie the Eagle,7.2,1869
Tom and Jerry & The Wizard of Oz,6,82
Gabriel Iglesias: Stadium Fluffy,7.6,7
Hyena Road,6.7,163
Trade,6.8,217
The Wrong Trousers,7.7,773
The Nutcracker in 3D,5.1,159
A Civil Action,6.4,347
Julius Caesar,6.5,44
Red Dawn,6.3,607
Sorcerer,7.4,350
Pride,7.8,1128
Death Wish 4: The Crackdown,5.7,218
The Seagull,5.5,83
Rob Roy,6.7,517
Radioactive,6.6,648
Corporate Animals,4.8,95
Fyre,6.9,802
12 Rounds 2: Reloaded,5.5,236
Dinosaur Island,5.5,119
Gone,6.2,1006
The Grapes of Wrath,7.8,763
Delta Farce,5,134
The Man Who Shot Liberty Valance,7.8,871
The Siege of Jadotville,7.2,730
Sixteen Candles,6.8,1810
Flubber,5.6,2031
The Cell,6.3,1289
Gabriel's Rapture: Part I,8.1,124
Bullet Head,4.9,445
Body Double,6.7,573
Double Jeopardy,6.5,1038
Hellbender,5.5,50
Plus One,7,247
6 Below: Miracle on the Mountain,5.8,318
Conspiracy Theory,6.6,1195
Rebecca,7.9,1385
Just Married,5.7,1155
Fast & Furious 6,6.8,9477
Beethoven's Treasure Tail,5.8,66
The Star Wars Holiday Special,3.4,376
Invasion of the Body Snatchers,7.5,821
Pale Rider,7.2,846
Premature,5.5,391
Shorts,5.9,259
Cockneys vs Zombies,5.7,330
Futurama: Bender's Big Score,7.4,538
Crying Freeman,6.3,243
Batman Unlimited: Animal Instincts,5.8,132
Cloud 9,6.9,473
Dr. Dolittle 3,5.2,387
The Hitcher,5.9,765
War Pigs,5.1,95
Failure to Launch,5.8,1416
Puff: Wonders of the Reef,7.8,86
Look Who's Talking,6.3,1976
A Vigilante,5.4,302
Ouija: Deadly Reunion,4.8,49
Blue Miracle,7.6,223
Swordfish,6.2,2269
The Entity,6.6,363
Frankenweenie,6.9,327
Criminal Activities,5.9,257
Big Gold Brick,5.3,20
Annie Hall,7.8,3298
The 39 Steps,7.4,739
J. Edgar,6.2,2122
Stratton,5,184
Boiler Room,6.7,541
The French Connection,7.5,1431
This Is Our Time,5.9,7
Keanu,6.1,909
Dead Man Down,6.1,1256
Chocolat,7,2883
Bel Canto,5.5,104
The Killers,7.4,299
Novitiate,6.4,136
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,6.7,105
High Plains Drifter,7.4,882
Smokey and the Bandit,6.9,564
Summer School,6.4,202
Deception,5.9,555
Diabolique,5.5,230
Lara Croft: Tomb Raider - The Cradle of Life,5.7,3720
How to Build a Better Boy,6.4,340
Pathology,5.6,377
Vice,7.1,2878
Manifesto,7,142
London Boulevard,5.9,616
Sergio,6.7,283
The Prince,4.9,427
Hang 'em High,6.8,598
Gunfight at the O.K. Corral,7,254
Big Time Adolescence,7.5,262
A Christmas Prince: The Royal Wedding,6.4,829
A Perfect Ending,6.3,96
The Fanatic,4.5,221
All I See Is You,5.1,515
Stranded,3.7,122
The Land Before Time XII: The Great Day of the Flyers,6.3,141
Marvel One-Shot: The Consultant,6.4,403
Stars at Noon,5.6,9
Are You Here,5.2,232
Circle,6,1629
Jackass 2.5,6.1,449
Lesbian Vampire Killers,5.3,310
8MM 2,4.5,85
Blue Thunder,6.1,361
Third Person,5.9,522
Then Came You,7.5,401
Zapped!,5.3,99
Barely Legal,6.2,234
Cadet Kelly,6.2,514
Heart of Champions,5.7,20
The 'Burbs,6.7,979
Red Corner,6.2,288
El Gringo,6.1,148
The Sentinel,6,642
The Phantom of the Opera at the Royal Albert Hall,8.6,135
Bad Company,5.4,621
The Main Event,6.8,161
